biosample	nucleotide accession	run	biosample	nucleotide accession	strain	cvm_number	collection_year	country	state/province	isolation_source	genus	spcecies	subspecies	serovar	primary_sample_source_category	secondary_sample_source_category	sample_source_associated_taxa	source	MIC_AMP	MIC_AMC	MIC_FOX	MIC_CRO	MIC_TIO	MIC_GEN	MIC_FIS	MIC_SXT	MIC_AZM	MIC_CHL	MIC_CIP	MIC_NAL	MIC_TET	number_of_measurments	R_AMP	R_AMC	R_FOX	R_CRO	R_TIO	R_GEN	R_FIS	R_SXT	R_AZM	R_CHL	R_CIP	R_NAL	R_TET	cgmlst_matching_alleles	cgmlst_subspecies	o_antigen	serogroup	h1	h2	serovar	serovar_antigen	serovar_cgmlst	serovar_comparison_result	sample	ARR-6|JF922883	QnrA1|AY070235	QnrB19|HM146784	QnrB1|EF682133	QnrB20|AB379831	QnrB4|DQ303921	QnrB5|DQ303919	QnrB6|EF523819	QnrS1|AB187515	QnrS2|JF261185	aac(3)-IIa|X51534	aac(3)-IId|EU022314	aac(3)-IVa|X01385	aac(3)-Id|AB114632	aac(3)-VIa|M88012	aac(6)-IIc|AF162771	aac(6)-Ib|M21682	aac(6)Ib-cr|DQ303918	aac(6)Ib-cr|EF636461	aacA4|KM278199	aadA12|AY665771	aadA13|AY713504	aadA16|EU675686	aadA1|JQ414041	aadA1|JQ480156	aadA1|JX185132	aadA2|JQ364967	aadA5|AF137361	aadA7|AF224733	ant(2)-Ia|M86913	ant(3)-Ia|X02340	aph(3)-IIa|X57709	aph(3)-Ia|V00359	aph(3)-Ib|AF321551	aph(4)-Ia|V01499	aph(6)-Ic|X01702	aph(6)-Id|M28829	armA|AY220558	blaCARB-2|M69058	blaCMY-17|AY513266	blaCMY-2|X91840	blaCMY-42|HM146927	blaCMY-4|AF420597	blaCMY-6|AJ011293	blaCTX-M-14b|DQ359215	blaCTX-M-14|AF252622	blaCTX-M-15|DQ302097	blaCTX-M-1|DQ915955	blaCTX-M-27|EU916273	blaCTX-M-55|GQ456159	blaCTX-M-65|GQ456158	blaCTX-M-8|AF189721	blaDHA-1|Y16410	blaFOX-5|AY007369	blaKPC-2|AY034847	blaKPC-3|HM769262	blaKPC-4|FJ473382	blaNDM-1|FN396876	blaNDM-5|JN104597	blaNDM-6|JN967644	blaNDM-7|JX262694	blaOXA-181|HM992946	blaOXA-1|J02967	blaOXA-2|DQ310703	blaOXA-9|JF703130	blaSHV-105|FJ194944	blaSHV-12|AF462395	blaSHV-2|GU064394	blaTEM-199|JX050178	blaTEM-1A|HM749966	blaTEM-1B|JF910132	blaTEM-1C|FJ560503	blaTEM-1D|AF188200	blaTEM-206|KC783461	blaTEM-33|GU371926	blaTEM-52B|AF027199	catA1|V00622	catB3|AJ009818	cmlA1|M64556	dfrA12|AB571791	dfrA14|DQ388123	dfrA15|HM449019	dfrA17|FJ460238	dfrA18|AJ310778	dfrA1|JQ690541	dfrA1|X00926	dfrA25|DQ267940	dfrA29|AM237806	dfrA5|X12868	dfrA7|JF806498	dfrA8|U10186	dfrB3|X72585	erm(B)|AF242872	erm(B)|JN899585	floR|AF118107	fosA7|LAPJ01000014	mph(A)|D16251	mph(A)|U36578	mph(B)|D85892	mph(E)|EU294228	msr(E)|EU294228	oqxA|EU370913	oqxB|EU370913	rmtB|AB103506	rmtC|AB194779	strA|M96392	sul1|AY963803	sul1|CP002151	sul2|FN995456	sul2|GQ421466	sul2|HQ840942	sul3|AJ459418	tet(A)|AJ517790	tet(A)|AY196695	tet(B)|AF326777	tet(B)|AP000342	tet(C)|AY046276	tet(C)|NC_003213	tet(D)|AF467077	tet(G)|AF133140	tet(M)|U58985	tet(O)|M18896	total_resfinder_genes	resfinder_comments	phenotypic_amikacin	phenotypic_amoxicillin-clavulanic acid	phenotypic_ampicillin	phenotypic_ampicillin-sulbactam	phenotypic_azithromycin	phenotypic_aztreonam	phenotypic_cefalexin	phenotypic_cefazolin	phenotypic_cefepime	phenotypic_cefotaxime	phenotypic_cefotaxime-clavulanic acid	phenotypic_cefotetan	phenotypic_cefoxitin	phenotypic_ceftazidime	phenotypic_ceftazidime-clavulanic acid	phenotypic_ceftiofur	phenotypic_ceftriaxone	phenotypic_chloramphenicol	phenotypic_ciprofloxacin	phenotypic_colistin	phenotypic_doripenem	phenotypic_ertapenem	phenotypic_fosfomycin	phenotypic_gentamicin	phenotypic_imipenem	phenotypic_kanamycin	phenotypic_levofloxacin	phenotypic_meropenem	phenotypic_minocycline	phenotypic_nalidixic acid	phenotypic_nitrofurantoin	phenotypic_piperacillin	phenotypic_piperacillin-tazobactam	phenotypic_polymyxin B	phenotypic_streptomycin	phenotypic_sulbactam	phenotypic_sulfisoxazole	phenotypic_tetracycline	phenotypic_tigecycline	phenotypic_tobramycin	phenotypic_trimethoprim-sulfamethoxazole	phenotypic_amikacin	phenotypic_amoxicillin-clavulanic acid	phenotypic_ampicillin	phenotypic_ampicillin-sulbactam	phenotypic_azithromycin	phenotypic_aztreonam	phenotypic_cefalexin	phenotypic_cefazolin	phenotypic_cefepime	phenotypic_cefotaxime	phenotypic_cefotaxime-clavulanic acid	phenotypic_cefotetan	phenotypic_cefoxitin	phenotypic_ceftazidime	phenotypic_ceftazidime-clavulanic acid	phenotypic_ceftiofur	phenotypic_ceftriaxone	phenotypic_chloramphenicol	phenotypic_ciprofloxacin	phenotypic_colistin	phenotypic_doripenem	phenotypic_ertapenem	phenotypic_fosfomycin	phenotypic_gentamicin	phenotypic_imipenem	phenotypic_kanamycin	phenotypic_levofloxacin	phenotypic_meropenem	phenotypic_minocycline	phenotypic_nalidixic acid	phenotypic_nitrofurantoin	phenotypic_piperacillin	phenotypic_piperacillin-tazobactam	phenotypic_polymyxin B	phenotypic_streptomycin	phenotypic_sulbactam	phenotypic_sulfisoxazole	phenotypic_tetracycline	phenotypic_tigecycline	phenotypic_tobramycin	phenotypic_trimethoprim-sulfamethoxazole
SAMN04577263	SRR3295716	SRR3295716	SAMN04577263	SRR3295716	CVM N57200F	N57200F	2014	United States	Louisiana	Young Chicken	Salmonella	enterica	I	Kentucky	Animal	Poultry	Gallus gallus	young chicken	<=1	<=1	2	<=0.25	1	<=0.25	32	<=0.125	2	4	<=0.015	4	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3295716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577392	SRR3295845	SRR3295845	SAMN04577392	SRR3295845	CVM N57631F	N57631F	2014	United States	Tennessee	Young Chicken	Salmonella	enterica	I	Kentucky	Animal	Poultry	Gallus gallus	young chicken	<=1	<=1	2	<=0.25	0.5	0.5	64	<=0.125	2	4	<=0.015	4	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3295845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04576691	SRR3295607	SRR3295607	SAMN04576691	SRR3295607	CVM N58024	N58024	2015	United States	New York	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	1	0.5	32	<=0.12	4	4	<=0.015	4	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	328	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3295607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577228	SRR3295681	SRR3295681	SAMN04577228	SRR3295681	CVM N57076F	N57076F	2014	United States	Tennessee	Animal-Swine-Sow	Salmonella	enterica	I	Muenchen	Animal	Porcine	Sus scrofa	swine-sows	<=1	<=1	2	<=0.25	0.5	0.5	64	<=0.125	4	8	0.5	32	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0.5	1	0	328	enterica	6,8	C2-C3	d	1,2	Muenchen	Muenchen|Virginia	Muenchen	Match	SRR3295681	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN05416395	SRR3932901	SRR3932901	SAMN05416395	SRR3932901	CVM N56242	N56242	2015	United States	Maryland	Ground Turkey	Salmonella	enterica	I	Reading	Prepared food product	Poultry	Meleagris gallopavo	ground turkey	>32	16	4	<=0.25	1	1	32	<=0.12	4	8	0.03	4	<=4	13	1	0.5	0	0	0	0	0	0	0	0.5	0	0	0	328	enterica	1,4,[5],12	B	e,h	1,5	Reading	Reading	Reading	Match	SRR3932901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577326	SRR3295779	SRR3295779	SAMN04577326	SRR3295779	CVM N57395F	N57395F	2014	United States	North Carolina	Hogs	Salmonella	enterica	I	Infantis	Animal	Porcine	Sus scrofa	swine-hogs	<=1	<=1	4	<=0.25	1	0.5	>256	0.25	4	8	<=0.015	2	>32	13	0	0	0	0	0	0	1	0	0	0.5	0	0	1	328	enterica	6,7,14	C1	r	1,5	Infantis	Infantis|Senegal	Infantis	Match	SRR3295779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577297	SRR3295750	SRR3295750	SAMN04577297	SRR3295750	CVM N57313F	N57313F	2014	United States	Texas	Dairy Cattle	Salmonella	enterica	I	Agona	Animal	Bovine	Bos taurus	dairy cattle	<=1	<=1	4	<=0.25	1	2	>256	<=0.125	2	8	<=0.015	4	>32	10	0	0	0	0	0	0	1	0	0	0.5	0	0	1	330	enterica	1,4,[5],12	B	f,g,s	-	Agona	Agona|Budapest|Derby	Agona	Match	SRR3295750	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577207	SRR3295660	SRR3295660	SAMN04577207	SRR3295660	CVM N57009F	N57009F	2014	United States	Delaware	Young Chicken	Salmonella	enterica	I	Typhimurium	Animal	Poultry	Gallus gallus	young chicken	<=1	<=1	4	<=0.25	0.5	<=0.25	>256	0.25	4	8	<=0.015	4	>32	13	0	0	0	0	0	0	1	0	0	0.5	0	0	1	327	enterica	1,4,[5],12	B	i	1,2	Typhimurium	Typhimurium	Typhimurium	Match	SRR3295660	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN02911999	JYSV00000000	SRR5573129	SAMN02911999	JYSV00000000	CVM 43830	43830	2012	United States		clinical sample	Salmonella	enterica	I	Litchfield	Human	Clinical	Homo sapiens	human	<=1	<=1	1	<=0.25	0.5	0.5	64	4	2	4	0.25	8	>32	13	0	0	0	0	0	0	0	1	0	0	0.5	0	1	323	enterica	6,8	C2-C3	l,v	1,2	Litchfield	Litchfield|Pakistan	Litchfield	Match	SRR5573129	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577497	SRR3295950	SRR3295950	SAMN04577497	SRR3295950	CVM N57952F	N57952F	2014	United States	Pennsylvania	Animal-Swine-Sow	Salmonella	enterica	I	Anatum	Animal	Porcine	Sus scrofa	swine-sows	<=1	<=1	4	<=0.25	1	0.5	32	<=0.125	4	8	0.5	16	32	13	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	1	328	enterica	3,{10}{15}{15,34}	E1	e,h	1,6	Anatum	Anatum|Hayindogo	Anatum	Match	SRR3295950	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04577438	SRR3295891	SRR3295891	SAMN04577438	SRR3295891	CVM N57757F	N57757F	2014	United States	Delaware	Young Chicken	Salmonella	enterica	I	Typhimurium	Animal	Poultry	Gallus gallus	young chicken	>32	16	2	<=0.25	1	0.5	>256	<=0.125	2	4	<=0.015	2	>32	13	1	0.5	0	0	0	0	1	0	0	0	0	0	1	327	enterica	1,4,[5],12	B	i	1,2	Typhimurium	Typhimurium	Typhimurium	Match	SRR3295891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN07325904	SRR5806879	SRR5806879	SAMN07325904	SRR5806879	0000-0062-1848		2016	United States	Massachusetts	urine	Escherichia	coli			Human	Clinical	Homo sapiens	human	>=32	4	<=4	>=64	-	<=1	-	-	-	-	<=0.25	-	>=16	7	1	0	0	1	-	0	0	-	-	-	0.5	-	1										N/A	SRR5806879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3		0	0	1	-	-	-	-	1	0	-	-	-	0	0	-	-	1	-	0	-	-	0	-	0	-	-	0	0	-	-	0	-	0	-	-	-	-	1	-	0	0	<= 2 mg/L	== 4/2 mg/L	>= 32 mg/L	-	-	-	-	>= 64 mg/L	== 2 mg/L	-	-	-	<= 4 mg/L	<= 1 mg/L	-	-	>= 64 mg/L	-	<= 0.25 mg/L	-	-	<= 0.5 mg/L	-	<= 1 mg/L	-	-	<= 0.12 mg/L	<= 0.25 mg/L	-	-	<= 16 mg/L	-	<= 4/4 mg/L	-	-	-	-	>= 16 mg/L	-	<= 1 mg/L	<= 1/19 mg/L
SAMN04622928	SRR3345826	SRR3345826	SAMN04622928	SRR3345826	0000-0057-7717		2014	United States	Massachusetts	blood	Escherichia	coli			Human	Clinical	Homo sapiens	human	>=32	16	-	>=64	-	<=1	-	-	-	-	>=4	-	-	5	1	0.5	-	1	-	0	0	-	-	-	1	-	-										N/A	SRR3345826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3		0	0	1	1	-	1	-	1	0	-	-	-	-	-	-	-	1	-	1	-	-	0	-	0	0	-	1	0	-	-	-	-	0	-	-	-	-	-	-	-	0	<= 2 mg/L	== 16/8 mg/L	>= 32 mg/L	>= 32/16 mg/L	-	== 16 mg/L	-	>= 64 mg/L	== 2 mg/L	-	-	-	-	-	-	-	>= 64 mg/L	-	>= 4 mg/L	-	-	<= 0.5 mg/L	-	<= 1 mg/L	<= 0.25 mg/L	-	>= 8 mg/L	<= 0.25 mg/L	-	-	-	-	<= 4/4 mg/L	-	-	-	-	-	-	-	<= 1/19 mg/L
SAMN07332512	SRR5810504	SRR5810504	SAMN07332512	SRR5810504	0000-0065-6499		2017	United States	Massachusetts	urine	Escherichia	coli			Human	Clinical	Homo sapiens	human	>=32	4	<=4	>=64	-	<=1	-	-	-	-	>=4	-	<=1	7	1	0	0	1	-	0	0	-	-	-	1	-	0										N/A	SRR5810504	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	0	1	-	-	-	-	1	0	-	-	-	0	0	-	-	1	-	1	-	-	0	-	0	-	-	1	0	-	-	0	-	0	-	-	-	-	0	-	0	0	<= 2 mg/L	== 4/2 mg/L	>= 32 mg/L	-	-	-	-	>= 64 mg/L	<= 1 mg/L	-	-	-	<= 4 mg/L	<= 1 mg/L	-	-	>= 64 mg/L	-	>= 4 mg/L	-	-	<= 0.5 mg/L	-	<= 1 mg/L	-	-	>= 8 mg/L	== 0.25 mg/L	-	-	<= 16 mg/L	-	<= 4/4 mg/L	-	-	-	-	<= 1 mg/L	-	<= 1 mg/L	<= 1/19 mg/L
SAMN02912005	JYTB00000000	SRR5573135	SAMN02912005	JYTB00000000	CVM 43836	43836	2012	United States		clinical sample	Salmonella	enterica	I	Typhimurium	Human	Clinical	Homo sapiens	human	>32	16	4	<=0.25	1	1	>256	<=0.125	4	8	<=0.015	4	>32	13	1	0.5	0	0	0	0	1	0	0	0.5	0	0	1	325	enterica	1,4,[5],12	B	i	1,2	Typhimurium	Typhimurium	Typhimurium	Match	SRR5573135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN05416393	SRR3932899	SRR3932899	SAMN05416393	SRR3932899	CVM N56239	N56239	2015	United States	Maryland	Chicken Wings	Salmonella	enterica	I	Typhimurium	Prepared food product	Poultry	Gallus gallus	chicken wings	>32	32	16	4	8	<=0.25	>256	<=0.12	2	4	<=0.015	2	>32	13	1	1	0.5	1	1	0	1	0	0	0	0	0	1	324	enterica	1,4,[5],12	B	i	1,2	Typhimurium	Typhimurium	Typhimurium	Match	SRR3932899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
